1 1 1.05458e-08
1 2 2.10266e-08
1 3 3.13778e-08
1 4 4.15355e-08
1 5 5.14371e-08
1 6 6.10216e-08
1 7 7.02298e-08
1 8 7.90052e-08
1 9 8.72933e-08
1 10 9.50433e-08
1 11 1.02207e-07
1 12 1.08741e-07
1 13 1.14605e-07
1 14 1.19762e-07
1 15 1.2418e-07
1 16 1.27833e-07
1 17 1.30698e-07
1 18 1.32757e-07
1 19 1.33997e-07
1 20 1.34412e-07
1 21 1.33997e-07
1 22 1.32757e-07
1 23 1.30698e-07
1 24 1.27833e-07
1 25 1.2418e-07
1 26 1.19762e-07
1 27 1.14605e-07
1 28 1.08741e-07
1 29 1.02207e-07
1 30 9.50433e-08
1 31 8.72933e-08
1 32 7.90052e-08
1 33 7.02298e-08
1 34 6.10216e-08
1 35 5.14371e-08
1 36 4.15355e-08
1 37 3.13778e-08
1 38 2.10266e-08
1 39 1.05458e-08

2 1 2.10266e-08
2 2 4.19236e-08
2 3 6.25621e-08
2 4 8.28148e-08
2 5 1.02557e-07
2 6 1.21667e-07
2 7 1.40027e-07
2 8 1.57523e-07
2 9 1.74048e-07
2 10 1.89501e-07
2 11 2.03785e-07
2 12 2.16812e-07
2 13 2.28503e-07
2 14 2.38785e-07
2 15 2.47595e-07
2 16 2.54878e-07
2 17 2.6059e-07
2 18 2.64695e-07
2 19 2.67168e-07
2 20 2.67994e-07
2 21 2.67168e-07
2 22 2.64695e-07
2 23 2.6059e-07
2 24 2.54878e-07
2 25 2.47595e-07
2 26 2.38785e-07
2 27 2.28503e-07
2 28 2.16812e-07
2 29 2.03785e-07
2 30 1.89501e-07
2 31 1.74048e-07
2 32 1.57523e-07
2 33 1.40027e-07
2 34 1.21667e-07
2 35 1.02557e-07
2 36 8.28148e-08
2 37 6.25621e-08
2 38 4.19235e-08
2 39 2.10266e-08

3 1 3.13777e-08
3 2 6.25621e-08
3 3 9.33606e-08
3 4 1.23584e-07
3 5 1.53045e-07
3 6 1.81562e-07
3 7 2.0896e-07
3 8 2.3507e-07
3 9 2.59731e-07
3 10 2.8279e-07
3 11 3.04105e-07
3 12 3.23546e-07
3 13 3.40992e-07
3 14 3.56336e-07
3 15 3.69483e-07
3 16 3.80351e-07
3 17 3.88875e-07
3 18 3.95001e-07
3 19 3.98692e-07
3 20 3.99925e-07
3 21 3.98692e-07
3 22 3.95001e-07
3 23 3.88875e-07
3 24 3.80351e-07
3 25 3.69483e-07
3 26 3.56336e-07
3 27 3.40992e-07
3 28 3.23546e-07
3 29 3.04105e-07
3 30 2.8279e-07
3 31 2.59731e-07
3 32 2.3507e-07
3 33 2.0896e-07
3 34 1.81562e-07
3 35 1.53045e-07
3 36 1.23584e-07
3 37 9.33606e-08
3 38 6.25621e-08
3 39 3.13777e-08

4 1 4.15355e-08
4 2 8.28148e-08
4 3 1.23584e-07
4 4 1.6359e-07
4 5 2.02589e-07
4 6 2.40338e-07
4 7 2.76605e-07
4 8 3.11168e-07
4 9 3.43811e-07
4 10 3.74335e-07
4 11 4.02551e-07
4 12 4.28286e-07
4 13 4.51379e-07
4 14 4.7169e-07
4 15 4.89093e-07
4 16 5.0348e-07
4 17 5.14763e-07
4 18 5.22872e-07
4 19 5.27758e-07
4 20 5.2939e-07
4 21 5.27758e-07
4 22 5.22872e-07
4 23 5.14763e-07
4 24 5.0348e-07
4 25 4.89093e-07
4 26 4.7169e-07
4 27 4.51379e-07
4 28 4.28285e-07
4 29 4.02551e-07
4 30 3.74335e-07
4 31 3.43811e-07
4 32 3.11168e-07
4 33 2.76606e-07
4 34 2.40338e-07
4 35 2.02589e-07
4 36 1.6359e-07
4 37 1.23584e-07
4 38 8.28148e-08
4 39 4.15355e-08

5 1 5.14371e-08
5 2 1.02557e-07
5 3 1.53045e-07
5 4 2.02589e-07
5 5 2.50884e-07
5 6 2.97632e-07
5 7 3.42545e-07
5 8 3.85347e-07
5 9 4.25772e-07
5 10 4.63573e-07
5 11 4.98515e-07
5 12 5.30384e-07
5 13 5.58983e-07
5 14 5.84136e-07
5 15 6.05687e-07
5 16 6.23504e-07
5 17 6.37477e-07
5 18 6.4752e-07
5 19 6.5357e-07
5 20 6.55591e-07
5 21 6.5357e-07
5 22 6.4752e-07
5 23 6.37477e-07
5 24 6.23504e-07
5 25 6.05687e-07
5 26 5.84136e-07
5 27 5.58983e-07
5 28 5.30384e-07
5 29 4.98515e-07
5 30 4.63573e-07
5 31 4.25772e-07
5 32 3.85347e-07
5 33 3.42545e-07
5 34 2.97632e-07
5 35 2.50884e-07
5 36 2.02589e-07
5 37 1.53045e-07
5 38 1.02557e-07
5 39 5.14371e-08

6 1 6.10216e-08
6 2 1.21667e-07
6 3 1.81562e-07
6 4 2.40338e-07
6 5 2.97632e-07
6 6 3.53091e-07
6 7 4.06373e-07
6 8 4.5715e-07
6 9 5.05108e-07
6 10 5.49952e-07
6 11 5.91406e-07
6 12 6.29213e-07
6 13 6.63141e-07
6 14 6.9298e-07
6 15 7.18547e-07
6 16 7.39684e-07
6 17 7.56261e-07
6 18 7.68175e-07
6 19 7.75353e-07
6 20 7.7775e-07
6 21 7.75353e-07
6 22 7.68175e-07
6 23 7.56261e-07
6 24 7.39684e-07
6 25 7.18547e-07
6 26 6.92981e-07
6 27 6.63141e-07
6 28 6.29213e-07
6 29 5.91406e-07
6 30 5.49952e-07
6 31 5.05108e-07
6 32 4.5715e-07
6 33 4.06373e-07
6 34 3.53091e-07
6 35 2.97632e-07
6 36 2.40338e-07
6 37 1.81562e-07
6 38 1.21667e-07
6 39 6.10216e-08

7 1 7.02298e-08
7 2 1.40027e-07
7 3 2.0896e-07
7 4 2.76605e-07
7 5 3.42545e-07
7 6 4.06373e-07
7 7 4.67696e-07
7 8 5.26135e-07
7 9 5.8133e-07
7 10 6.32941e-07
7 11 6.8065e-07
7 12 7.24163e-07
7 13 7.6321e-07
7 14 7.97553e-07
7 15 8.26978e-07
7 16 8.51304e-07
7 17 8.70382e-07
7 18 8.84094e-07
7 19 8.92355e-07
7 20 8.95114e-07
7 21 8.92355e-07
7 22 8.84094e-07
7 23 8.70382e-07
7 24 8.51304e-07
7 25 8.26978e-07
7 26 7.97553e-07
7 27 7.6321e-07
7 28 7.24163e-07
7 29 6.8065e-07
7 30 6.32941e-07
7 31 5.8133e-07
7 32 5.26135e-07
7 33 4.67696e-07
7 34 4.06373e-07
7 35 3.42545e-07
7 36 2.76605e-07
7 37 2.0896e-07
7 38 1.40027e-07
7 39 7.02299e-08

8 1 7.90051e-08
8 2 1.57523e-07
8 3 2.3507e-07
8 4 3.11168e-07
8 5 3.85347e-07
8 6 4.5715e-07
8 7 5.26135e-07
8 8 5.91876e-07
8 9 6.53968e-07
8 10 7.12028e-07
8 11 7.65698e-07
8 12 8.14647e-07
8 13 8.58574e-07
8 14 8.97208e-07
8 15 9.30309e-07
8 16 9.57675e-07
8 17 9.79137e-07
8 18 9.94562e-07
8 19 1.00386e-06
8 20 1.00696e-06
8 21 1.00386e-06
8 22 9.94562e-07
8 23 9.79137e-07
8 24 9.57675e-07
8 25 9.30309e-07
8 26 8.97208e-07
8 27 8.58574e-07
8 28 8.14647e-07
8 29 7.65698e-07
8 30 7.12028e-07
8 31 6.53968e-07
8 32 5.91876e-07
8 33 5.26135e-07
8 34 4.5715e-07
8 35 3.85347e-07
8 36 3.11168e-07
8 37 2.3507e-07
8 38 1.57523e-07
8 39 7.90051e-08

9 1 8.72933e-08
9 2 1.74048e-07
9 3 2.59731e-07
9 4 3.43811e-07
9 5 4.25772e-07
9 6 5.05108e-07
9 7 5.8133e-07
9 8 6.53968e-07
9 9 7.22574e-07
9 10 7.86725e-07
9 11 8.46025e-07
9 12 9.0011e-07
9 13 9.48645e-07
9 14 9.91331e-07
9 15 1.02791e-06
9 16 1.05814e-06
9 17 1.08186e-06
9 18 1.0989e-06
9 19 1.10917e-06
9 20 1.1126e-06
9 21 1.10917e-06
9 22 1.0989e-06
9 23 1.08186e-06
9 24 1.05814e-06
9 25 1.02791e-06
9 26 9.91331e-07
9 27 9.48645e-07
9 28 9.0011e-07
9 29 8.46025e-07
9 30 7.86725e-07
9 31 7.22574e-07
9 32 6.53968e-07
9 33 5.8133e-07
9 34 5.05108e-07
9 35 4.25772e-07
9 36 3.43811e-07
9 37 2.5973e-07
9 38 1.74048e-07
9 39 8.72933e-08

10 1 9.50433e-08
10 2 1.89501e-07
10 3 2.8279e-07
10 4 3.74335e-07
10 5 4.63573e-07
10 6 5.49952e-07
10 7 6.32941e-07
10 8 7.12028e-07
10 9 7.86725e-07
10 10 8.56571e-07
10 11 9.21136e-07
10 12 9.80022e-07
10 13 1.03287e-06
10 14 1.07934e-06
10 15 1.11916e-06
10 16 1.15209e-06
10 17 1.1779e-06
10 18 1.19646e-06
10 19 1.20764e-06
10 20 1.21137e-06
10 21 1.20764e-06
10 22 1.19646e-06
10 23 1.1779e-06
10 24 1.15209e-06
10 25 1.11916e-06
10 26 1.07934e-06
10 27 1.03287e-06
10 28 9.80022e-07
10 29 9.21136e-07
10 30 8.56571e-07
10 31 7.86725e-07
10 32 7.12028e-07
10 33 6.32941e-07
10 34 5.49952e-07
10 35 4.63573e-07
10 36 3.74335e-07
10 37 2.8279e-07
10 38 1.89501e-07
10 39 9.50433e-08

11 1 1.02207e-07
11 2 2.03785e-07
11 3 3.04105e-07
11 4 4.02551e-07
11 5 4.98515e-07
11 6 5.91406e-07
11 7 6.8065e-07
11 8 7.65698e-07
11 9 8.46025e-07
11 10 9.21136e-07
11 11 9.90568e-07
11 12 1.05389e-06
11 13 1.11072e-06
11 14 1.1607e-06
11 15 1.20352e-06
11 16 1.23893e-06
11 17 1.26669e-06
11 18 1.28665e-06
11 19 1.29867e-06
11 20 1.30268e-06
11 21 1.29867e-06
11 22 1.28665e-06
11 23 1.26669e-06
11 24 1.23893e-06
11 25 1.20352e-06
11 26 1.1607e-06
11 27 1.11072e-06
11 28 1.05389e-06
11 29 9.90568e-07
11 30 9.21136e-07
11 31 8.46025e-07
11 32 7.65698e-07
11 33 6.8065e-07
11 34 5.91406e-07
11 35 4.98515e-07
11 36 4.02551e-07
11 37 3.04105e-07
11 38 2.03785e-07
11 39 1.02207e-07

12 1 1.08741e-07
12 2 2.16812e-07
12 3 3.23546e-07
12 4 4.28285e-07
12 5 5.30384e-07
12 6 6.29213e-07
12 7 7.24163e-07
12 8 8.14647e-07
12 9 9.0011e-07
12 10 9.80022e-07
12 11 1.05389e-06
12 12 1.12127e-06
12 13 1.18173e-06
12 14 1.2349e-06
12 15 1.28046e-06
12 16 1.31813e-06
12 17 1.34767e-06
12 18 1.3689e-06
12 19 1.38169e-06
12 20 1.38596e-06
12 21 1.38169e-06
12 22 1.3689e-06
12 23 1.34767e-06
12 24 1.31813e-06
12 25 1.28046e-06
12 26 1.2349e-06
12 27 1.18173e-06
12 28 1.12127e-06
12 29 1.05389e-06
12 30 9.80022e-07
12 31 9.0011e-07
12 32 8.14647e-07
12 33 7.24163e-07
12 34 6.29213e-07
12 35 5.30384e-07
12 36 4.28285e-07
12 37 3.23546e-07
12 38 2.16812e-07
12 39 1.08741e-07

