0 0 40
0 1 40
0 2 40
0 3 40
0 4 40
0 5 40
0 6 40
0 7 40
0 8 40
0 9 40
0 10 40
0 11 40
0 12 40
0 13 40
0 14 40
0 15 40
0 16 40
0 17 40
0 18 40
0 19 40
0 20 40
0 21 40
0 22 40
0 23 40
0 24 40
0 25 40
0 26 40
0 27 40
0 28 40
0 29 40
0 30 40
0 31 40
0 32 40
0 33 40
0 34 40
0 35 40
0 36 40
0 37 40
0 38 40
0 39 40
0 40 40

1 0 3.28429e-07
1 1 19.9422
1 2 27.7906
1 3 31.4516
1 4 33.4304
1 5 34.6288
1 6 35.4171
1 7 35.967
1 8 36.3673
1 9 36.668
1 10 36.8994
1 11 37.0807
1 12 37.2248
1 13 37.3408
1 14 37.4349
1 15 37.512
1 16 37.5754
1 17 37.6279
1 18 37.6715
1 19 37.7076
1 20 37.7376
1 21 37.7623
1 22 37.7822
1 23 37.7979
1 24 37.8096
1 25 37.8173
1 26 37.821
1 27 37.8202
1 28 37.8145
1 29 37.8032
1 30 37.7852
1 31 37.7593
1 32 37.7237
1 33 37.6761
1 34 37.6132
1 35 37.5307
1 36 37.4221
1 37 37.2775
1 38 37.0801
1 39 36.7984
1 40 36.3636

2 0 5.25487e-07
2 1 11.9789
2 2 19.7702
2 3 24.5876
2 4 27.6442
2 5 29.6716
2 6 31.0769
2 7 32.0886
2 8 32.8399
2 9 33.4118
2 10 33.8558
2 11 34.206
2 12 34.4859
2 13 34.7118
2 14 34.8959
2 15 35.0468
2 16 35.1714
2 17 35.2746
2 18 35.3604
2 19 35.4317
2 20 35.4908
2 21 35.5395
2 22 35.579
2 23 35.61
2 24 35.6332
2 25 35.6485
2 26 35.6558
2 27 35.6544
2 28 35.6434
2 29 35.6212
2 30 35.5861
2 31 35.5355
2 32 35.4659
2 33 35.3731
2 34 35.251
2 35 35.0916
2 36 34.8836
2 37 34.6103
2 38 34.2462
2 39 33.7509
2 40 33.0579

3 0 8.40779e-07
3 1 8.20455
3 2 14.727
3 3 19.4887
3 4 22.8932
3 5 25.3439
3 6 27.1391
3 7 28.4809
3 8 29.5034
3 9 30.2961
3 10 30.9198
3 11 31.4167
